pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
8848,5082,complete,121.28,7.58,128.86,2021-04-05 12:01:28,2021-04-12 15:33:56 UTC
8849,7774,complete,1709.04,106.82,1815.86,2022-02-05 3:46:55,2022-02-14 17:50:04 UTC
8850,2133,complete,965.61,60.35,1025.96,2021-02-05 15:26:10,2021-02-10 03:47:24 UTC
8851,4326,complete,2051.87,128.24,2180.11,2021-02-06 4:35:36,2021-02-09 01:02:41 UTC
8852,9763,complete,211.50,13.22,224.72,2021-04-24 14:00:51,2021-05-06 20:46:19 UTC
8853,10088,complete,1521.18,95.07,1616.25,2021-07-19 12:34:06,2021-08-02 05:34:35 UTC
8854,3530,complete,1910.49,119.41,2029.90,2021-02-09 4:46:46,2021-02-11 11:51:06 UTC
8855,585,complete,287.88,17.99,305.87,2021-07-19 0:16:36,2021-07-28 17:49:48 UTC
8856,9044,complete,1021.81,63.86,1085.67,2021-01-12 0:20:12,2021-01-18 04:13:17 UTC
8857,354,complete,802.94,50.18,853.12,2022-03-08 23:41:07,2022-03-17 06:21:13 UTC
8858,5578,pending,1835.47,114.72,1950.19,2022-03-09 4:23:23,2022-03-16 19:26:27 UTC
8859,11467,complete,1127.22,70.45,1197.67,2021-12-18 7:20:26,2021-12-24 03:57:22 UTC
8860,10244,complete,2120.88,132.56,2253.44,2021-02-12 3:43:43,2021-02-24 07:40:46 UTC
8861,2984,complete,3122.29,195.14,3317.43,2021-06-03 12:38:59,2021-06-14 18:29:54 UTC
8862,4583,complete,579.19,36.20,615.39,2021-10-12 7:25:45,2021-10-19 09:19:55 UTC
8863,1621,pending,933.68,58.36,992.04,2021-01-17 12:34:23,2021-01-24 17:16:01 UTC
8864,5378,complete,1699.54,106.22,1805.76,2021-07-06 13:23:48,2021-07-09 14:23:28 UTC
8865,7250,complete,1661.90,103.87,1765.77,2021-06-19 6:44:52,2021-06-23 13:00:34 UTC
8866,5978,complete,1736.10,108.51,1844.61,2022-02-21 0:20:30,2022-03-04 03:17:54 UTC
8867,12533,complete,1718.21,107.39,1825.60,2021-03-23 9:19:37,2021-03-28 11:59:41 UTC
8868,1694,complete,1895.96,118.50,2014.46,2021-04-18 20:16:09,2021-04-21 01:12:12 UTC
8869,7692,complete,9.76,0.61,10.37,2021-08-06 23:26:22,2021-08-15 03:38:46 UTC
8870,7725,complete,624.15,39.01,663.16,2021-07-10 0:10:57,2021-07-20 12:44:36 UTC
8871,9281,complete,44.58,2.79,47.37,2021-12-09 9:09:44,2021-12-11 15:34:10 UTC
8872,9732,complete,2124.57,132.79,2257.36,2022-01-28 5:47:41,2022-02-01 16:53:36 UTC
8874,1755,complete,1001.35,62.58,1063.93,2021-02-28 18:51:15,2021-03-03 18:57:59 UTC
8875,6394,cancelled,1319.07,82.44,1401.51,2021-01-26 3:58:48,2021-02-03 17:42:12 UTC
8876,185,complete,1487.98,93.00,1580.98,2022-03-04 18:27:05,2022-03-13 10:41:52 UTC
8877,3742,complete,1247.58,77.97,1325.55,2021-04-22 8:46:24,2021-05-05 13:08:27 UTC
8878,13028,complete,481.36,30.09,511.45,2021-08-17 18:53:15,2021-08-22 15:48:16 UTC
8879,6057,complete,1068.58,66.79,1135.37,2021-10-16 5:52:34,2021-10-29 16:27:52 UTC
8880,5753,complete,577.56,36.10,613.66,2021-02-19 7:19:33,2021-02-23 20:19:56 UTC
8881,8948,complete,365.24,22.83,388.07,2022-01-03 21:19:12,2022-01-08 04:31:27 UTC
8882,11798,complete,1194.13,74.63,1268.76,2021-02-21 8:35:43,2021-02-24 03:49:35 UTC
8883,1420,complete,3212.25,200.77,3413.02,2021-03-20 9:43:31,2021-03-24 18:10:20 UTC
8884,8278,complete,1010.65,63.17,1073.82,2021-05-19 5:42:46,2021-05-30 04:35:12 UTC
8885,10369,complete,826.68,51.67,878.35,2021-08-04 7:55:43,2021-08-14 19:06:25 UTC
8886,5462,complete,909.97,56.87,966.84,2021-05-28 17:54:30,2021-06-09 12:39:03 UTC
8887,2466,complete,3523.00,220.19,3743.19,2021-05-11 22:58:19,2021-05-14 23:50:48 UTC
8888,2667,complete,1401.28,87.58,1488.86,2021-04-15 0:53:38,2021-04-22 12:15:11 UTC
8889,6458,complete,1683.90,105.24,1789.14,2021-09-24 8:23:47,2021-09-30 13:03:11 UTC
8890,657,complete,423.14,26.45,449.59,2022-02-14 19:41:00,2022-02-22 09:46:44 UTC
8891,3075,complete,827.26,51.70,878.96,2021-10-09 3:24:09,2021-10-12 03:30:24 UTC
8892,1416,complete,1011.30,63.21,1074.51,2021-12-18 23:26:51,2021-12-28 16:48:42 UTC
8893,11658,complete,2403.29,150.21,2553.50,2021-09-03 2:44:59,2021-09-09 01:29:19 UTC
8894,4359,complete,750.57,46.91,797.48,2022-01-03 19:09:21,2022-01-10 13:52:28 UTC
8896,11129,complete,2895.98,181.00,3076.98,2021-05-27 4:07:00,2021-06-10 15:11:37 UTC
8898,8572,complete,180.54,11.28,191.82,2021-10-17 0:34:46,2021-10-25 09:49:53 UTC
8899,7955,complete,1673.94,104.62,1778.56,2021-08-09 21:46:28,2021-08-16 14:08:07 UTC
8900,2894,pending,477.52,29.85,507.37,2021-10-29 19:17:43,2021-11-13 11:41:41 UTC
8901,3581,complete,148.38,9.27,157.65,2021-02-05 7:06:42,2021-02-18 20:17:46 UTC
8903,2345,complete,2739.71,171.23,2910.94,2022-01-28 21:21:18,2022-02-11 11:08:46 UTC
8904,9128,complete,2446.45,152.90,2599.35,2021-12-03 1:27:37,2021-12-16 06:00:52 UTC
8905,6892,complete,72.72,4.55,77.27,2021-11-16 21:33:32,2021-11-23 10:48:49 UTC
8906,4518,complete,176.16,11.01,187.17,2021-06-23 18:06:10,2021-06-27 08:53:04 UTC
8908,2948,complete,988.72,61.80,1050.52,2021-12-12 0:26:40,2021-12-24 21:15:28 UTC
8909,11914,complete,1509.60,94.35,1603.95,2021-08-16 17:13:06,2021-08-27 23:56:03 UTC
8910,675,complete,1071.02,66.94,1137.96,2021-12-16 8:20:45,2021-12-25 14:26:59 UTC
8911,9855,complete,1757.90,109.87,1867.77,2022-01-21 5:03:21,2022-01-24 01:47:15 UTC
8912,147,complete,4567.37,285.46,4852.83,2021-12-01 4:41:12,2021-12-04 13:34:38 UTC
8913,7531,complete,2131.20,133.20,2264.40,2022-01-06 18:51:46,2022-01-12 05:08:34 UTC
8914,13446,complete,524.41,32.78,557.19,2021-09-25 3:21:32,2021-09-29 14:54:11 UTC
8915,8254,complete,1315.96,82.25,1398.21,2021-10-18 1:53:38,2021-10-29 20:50:43 UTC
8916,3058,complete,184.24,11.52,195.76,2021-12-26 22:59:50,2022-01-02 07:27:44 UTC
8917,8240,complete,1437.80,89.86,1527.66,2021-05-16 17:44:39,2021-05-31 03:47:12 UTC
8918,6660,pending,321.48,20.09,341.57,2021-10-18 3:19:38,2021-11-01 03:09:19 UTC
8919,5438,complete,1785.21,111.58,1896.79,2021-03-11 22:01:12,2021-03-23 22:18:07 UTC
8920,4092,complete,534.31,33.39,567.70,2022-02-24 9:27:25,2022-03-08 06:59:17 UTC
8921,4395,complete,346.88,21.68,368.56,2021-05-20 6:01:06,2021-06-01 17:59:05 UTC
8922,10576,complete,121.11,7.57,128.68,2021-02-11 11:36:08,2021-02-15 02:23:59 UTC
8923,2130,complete,583.40,36.46,619.86,2021-05-06 18:07:36,2021-05-18 07:17:40 UTC
8924,13054,complete,1308.96,81.81,1390.77,2021-07-04 12:17:58,2021-07-12 23:12:37 UTC
8925,1019,complete,3.86,0.24,4.10,2021-08-10 1:16:28,2021-08-13 04:19:07 UTC
8926,12650,complete,1030.10,64.38,1094.48,2021-02-25 4:05:05,2021-03-03 08:52:12 UTC
8927,1769,complete,449.44,28.09,477.53,2021-08-27 7:04:13,2021-09-07 22:21:33 UTC
8928,247,cancelled,404.52,25.28,429.80,2021-03-15 21:24:36,2021-03-29 14:04:00 UTC
8929,7715,complete,2545.34,159.08,2704.42,2021-03-28 4:18:20,2021-04-08 21:56:27 UTC
8930,8071,complete,496.52,31.03,527.55,2021-01-16 10:04:53,2021-01-18 23:08:04 UTC
8931,11096,complete,2994.07,187.13,3181.20,2021-09-15 4:49:39,2021-09-23 21:14:01 UTC
8932,10238,complete,789.78,49.36,839.14,2021-04-22 23:38:17,2021-05-01 07:31:12 UTC
8933,8772,complete,794.90,49.68,844.58,2021-10-10 17:45:11,2021-10-16 16:39:29 UTC
8934,6184,complete,1665.73,104.11,1769.84,2021-05-07 13:54:53,2021-05-16 07:49:52 UTC
8935,7097,complete,855.38,53.46,908.84,2021-12-06 8:54:15,2021-12-15 10:28:54 UTC
8936,3271,complete,1260.40,78.78,1339.18,2021-05-21 12:11:54,2021-05-27 08:38:47 UTC
8937,1138,pending,229.16,14.32,243.48,2022-01-12 15:32:27,2022-01-24 18:32:38 UTC
8938,10108,complete,1818.22,113.64,1931.86,2021-01-06 0:40:14,2021-01-20 08:01:07 UTC
8939,13074,complete,1504.08,94.01,1598.09,2021-07-20 10:49:19,2021-07-26 01:35:28 UTC
8940,631,complete,706.86,44.18,751.04,2021-10-22 7:29:21,2021-10-31 05:26:21 UTC
8941,5236,complete,556.80,34.80,591.60,2021-12-14 22:33:52,2021-12-23 06:35:16 UTC
8942,9339,complete,2281.82,142.61,2424.43,2021-09-30 19:49:54,2021-10-05 06:43:28 UTC
8943,12621,complete,22.08,1.38,23.46,2021-09-14 12:10:37,2021-09-19 00:55:25 UTC
8944,658,pending,147.08,9.19,156.27,2021-05-26 3:55:09,2021-06-02 07:32:29 UTC
8945,4136,complete,2165.41,135.34,2300.75,2021-06-29 18:52:44,2021-07-07 21:09:54 UTC
8946,6877,complete,1566.95,97.93,1664.88,2021-05-29 2:26:52,2021-05-31 11:04:59 UTC
8947,2560,complete,2132.22,133.26,2265.48,2022-02-13 19:36:45,2022-02-25 15:49:43 UTC
8948,6908,complete,1732.28,108.27,1840.55,2022-01-30 20:17:36,2022-02-09 16:26:40 UTC
8949,5965,complete,243.88,15.24,259.12,2021-07-26 17:57:20,2021-08-09 00:24:46 UTC
8950,10756,complete,1398.72,87.42,1486.14,2021-08-21 3:29:34,2021-08-24 22:10:01 UTC
8951,4069,complete,248.71,15.54,264.25,2021-06-10 8:49:50,2021-06-18 00:42:31 UTC
8952,6803,complete,1157.76,72.36,1230.12,2021-10-02 12:22:00,2021-10-14 01:04:28 UTC
8953,3771,complete,1226.10,76.63,1302.73,2021-04-13 15:44:27,2021-04-22 20:53:08 UTC
8954,10213,complete,1686.96,105.44,1792.40,2021-07-01 11:04:11,2021-07-14 18:37:24 UTC
8955,5401,pending,627.82,39.24,667.06,2021-05-09 4:02:38,2021-05-16 04:01:06 UTC
8956,10438,complete,335.88,20.99,356.87,2021-01-07 18:34:19,2021-01-13 09:20:31 UTC
8957,504,complete,294.55,18.41,312.96,2021-03-08 7:05:00,2021-03-17 13:49:00 UTC
8958,8477,pending,1257.52,78.60,1336.12,2021-03-10 7:41:28,2021-03-18 21:40:35 UTC
8959,9542,complete,269.81,16.86,286.67,2021-08-28 19:13:53,2021-09-09 07:51:35 UTC
8960,8909,complete,768.97,48.06,817.03,2021-07-12 18:52:33,2021-07-23 14:26:24 UTC
8961,2815,complete,4034.77,252.17,4286.94,2021-03-29 21:16:07,2021-04-12 23:00:36 UTC
8962,5874,complete,712.11,44.51,756.62,2021-07-11 15:30:47,2021-07-22 05:06:28 UTC
8963,1449,complete,254.52,15.91,270.43,2021-03-30 6:45:40,2021-04-03 06:34:37 UTC
8964,6349,complete,570.24,35.64,605.88,2021-08-18 13:53:25,2021-09-01 04:08:07 UTC
8965,7545,complete,2064.20,129.01,2193.21,2022-02-17 21:31:11,2022-02-23 08:14:01 UTC
8966,5148,complete,1172.55,73.28,1245.83,2021-09-11 7:40:52,2021-09-15 14:53:53 UTC
8967,11717,complete,1004.10,62.76,1066.86,2021-01-27 4:09:19,2021-02-01 14:06:02 UTC
8968,4981,complete,1039.32,64.96,1104.28,2021-06-07 0:51:41,2021-06-14 10:12:13 UTC
8969,12102,complete,1779.46,111.22,1890.68,2022-02-14 10:50:42,2022-02-22 07:24:21 UTC
8971,4714,complete,385.20,24.08,409.28,2021-08-27 17:49:41,2021-09-06 08:25:03 UTC
8972,3326,complete,2342.25,146.39,2488.64,2022-01-25 12:03:06,2022-01-28 16:46:29 UTC
8973,5529,complete,331.04,20.69,351.73,2021-12-03 12:18:06,2021-12-07 10:37:17 UTC
8974,6495,complete,383.35,23.96,407.31,2021-01-06 6:58:37,2021-01-19 03:29:11 UTC
8975,2974,complete,385.10,24.07,409.17,2021-11-04 20:30:56,2021-11-09 15:00:00 UTC
8977,7859,pending,1049.46,65.59,1115.05,2022-03-13 16:13:41,2022-03-15 21:54:33 UTC
8978,4273,complete,1160.80,72.55,1233.35,2022-02-03 13:03:17,2022-02-14 13:28:10 UTC
8979,70,complete,383.40,23.96,407.36,2021-02-19 11:09:46,2021-02-24 14:12:54 UTC
8980,11992,cancelled,1084.55,67.78,1152.33,2022-03-04 7:19:42,2022-03-14 14:12:31 UTC
8981,2100,cancelled,995.12,62.20,1057.32,2021-05-02 15:08:31,2021-05-16 18:07:45 UTC
8982,9922,complete,2843.33,177.71,3021.04,2021-03-18 9:16:13,2021-03-21 19:41:42 UTC
8983,5660,complete,1361.24,85.08,1446.32,2021-10-21 14:12:31,2021-10-26 16:49:21 UTC
8984,246,complete,1156.93,72.31,1229.24,2021-10-04 16:22:17,2021-10-11 09:17:25 UTC
8985,2628,complete,2005.15,125.32,2130.47,2021-04-10 18:13:39,2021-04-18 17:24:03 UTC
8986,8953,complete,2861.83,178.86,3040.69,2021-11-18 23:43:41,2021-12-02 16:36:33 UTC
8987,10114,complete,541.48,33.84,575.32,2021-08-11 20:05:33,2021-08-15 06:42:51 UTC
8988,127,complete,649.06,40.57,689.63,2021-10-06 0:47:48,2021-10-17 18:34:45 UTC
8989,5538,complete,1660.78,103.80,1764.58,2021-01-15 12:49:30,2021-01-29 17:03:19 UTC
8990,144,complete,2385.32,149.08,2534.40,2022-01-04 23:25:44,2022-01-17 17:48:31 UTC
8991,5960,pending,888.20,55.51,943.71,2021-02-01 3:28:57,2021-02-05 10:41:50 UTC
8992,2343,complete,826.44,51.65,878.09,2021-03-30 5:55:16,2021-04-04 17:38:24 UTC
8993,3070,complete,229.44,14.34,243.78,2021-05-06 5:32:08,2021-05-12 04:52:30 UTC
8994,1236,complete,395.16,24.70,419.86,2022-01-27 5:18:38,2022-02-04 19:16:18 UTC
8996,3161,complete,222.90,13.93,236.83,2022-03-09 7:10:20,2022-03-21 04:24:46 UTC
8997,3302,complete,972.63,60.79,1033.42,2021-06-14 9:42:18,2021-06-19 09:06:39 UTC
8998,12362,complete,4078.75,254.92,4333.67,2021-06-21 12:33:28,2021-06-26 07:30:07 UTC
8999,11220,pending,1171.75,73.23,1244.98,2022-02-05 10:47:34,2022-02-12 00:34:46 UTC
9000,1329,complete,2074.32,129.65,2203.97,2021-01-17 2:37:54,2021-01-28 00:38:10 UTC
9001,7174,complete,1188.93,74.31,1263.24,2021-12-28 5:42:01,2022-01-08 08:07:44 UTC
9002,3489,complete,138.94,8.68,147.62,2021-02-22 18:25:56,2021-03-09 08:46:10 UTC
9003,12847,complete,1456.02,91.00,1547.02,2021-03-12 13:50:00,2021-03-25 07:09:37 UTC
9004,3523,complete,2615.32,163.46,2778.78,2021-09-21 23:46:56,2021-10-04 21:33:23 UTC
9005,3114,complete,1401.87,87.62,1489.49,2021-07-27 22:47:34,2021-08-09 07:22:43 UTC
9006,8481,complete,1416.02,88.50,1504.52,2021-11-26 19:13:42,2021-12-03 15:25:13 UTC
9007,6966,complete,1059.41,66.21,1125.62,2021-03-27 2:23:35,2021-03-29 10:13:09 UTC
9008,3601,complete,1006.85,62.93,1069.78,2022-02-28 10:18:58,2022-03-12 10:05:34 UTC
9009,944,pending,2119.17,132.45,2251.62,2021-05-02 1:19:19,2021-05-15 11:45:56 UTC
9010,4194,complete,1127.04,70.44,1197.48,2021-06-02 13:57:32,2021-06-11 03:17:18 UTC
9011,3609,complete,1420.93,88.81,1509.74,2021-04-18 6:00:43,2021-04-23 16:00:40 UTC
9012,9503,complete,289.68,18.11,307.79,2021-05-04 1:33:38,2021-05-12 04:43:37 UTC
9013,4773,complete,601.00,37.56,638.56,2021-08-09 13:24:03,2021-08-17 13:12:35 UTC
9014,369,complete,631.44,39.47,670.91,2021-05-29 23:23:45,2021-06-07 05:28:25 UTC
9015,2231,complete,1596.51,99.78,1696.29,2022-01-24 18:38:37,2022-01-31 17:11:19 UTC
9016,10649,complete,673.71,42.11,715.82,2021-03-29 9:59:00,2021-04-01 09:37:16 UTC
9017,9457,complete,310.55,19.41,329.96,2021-11-02 4:54:47,2021-11-11 12:41:23 UTC
9018,2500,complete,56.14,3.51,59.65,2021-04-29 3:53:07,2021-05-13 18:43:36 UTC
9019,1880,complete,979.64,61.23,1040.87,2022-03-03 13:25:07,2022-03-06 09:39:03 UTC
9020,10018,pending,1058.88,66.18,1125.06,2021-05-25 14:03:21,2021-06-06 07:21:00 UTC
9021,2376,complete,986.05,61.63,1047.68,2021-10-06 11:12:03,2021-10-13 17:17:29 UTC
9022,11965,complete,1189.60,74.35,1263.95,2021-09-12 23:16:46,2021-09-27 07:01:33 UTC
9023,9280,complete,25.37,1.59,26.96,2022-02-06 12:20:35,2022-02-08 18:11:19 UTC
9024,3229,complete,404.80,25.30,430.10,2022-02-25 5:58:20,2022-03-07 06:49:40 UTC
9025,9121,complete,1159.21,72.45,1231.66,2021-07-21 22:37:32,2021-07-30 02:15:37 UTC
9026,113,complete,602.62,37.66,640.28,2021-01-02 16:24:15,2021-01-07 10:19:23 UTC
9027,5601,complete,2069.87,129.37,2199.24,2021-05-31 16:22:01,2021-06-08 06:16:14 UTC
9028,13508,complete,1789.69,111.86,1901.55,2021-03-15 4:15:37,2021-03-17 22:05:58 UTC
9029,3643,complete,895.76,55.99,951.75,2021-01-31 6:31:32,2021-02-08 11:19:07 UTC
9030,2429,complete,1423.28,88.96,1512.24,2021-10-22 23:08:24,2021-10-26 15:08:46 UTC
9031,10423,complete,1456.99,91.06,1548.05,2022-02-28 9:35:28,2022-03-06 02:46:45 UTC
9032,11835,complete,2036.50,127.28,2163.78,2021-03-18 14:59:37,2021-03-28 15:28:24 UTC
9034,7322,complete,1144.05,71.50,1215.55,2021-04-09 15:15:00,2021-04-20 19:43:19 UTC
9035,3361,complete,1243.42,77.71,1321.13,2022-02-15 15:08:28,2022-02-20 20:53:30 UTC
9036,8678,complete,40.00,2.50,42.50,2022-02-22 8:24:11,2022-02-28 12:29:05 UTC
9037,3454,pending,2087.88,130.49,2218.37,2021-09-03 4:03:26,2021-09-06 17:57:15 UTC
9038,11414,complete,1143.18,71.45,1214.63,2021-05-28 2:27:59,2021-06-07 12:28:22 UTC
9039,11815,complete,1485.05,92.82,1577.87,2021-06-20 7:51:08,2021-07-04 02:25:28 UTC
9040,2859,complete,1226.22,76.64,1302.86,2021-02-05 4:08:40,2021-02-17 09:06:19 UTC
9041,10952,complete,133.74,8.36,142.10,2021-09-18 18:55:41,2021-09-23 21:02:07 UTC
9042,11409,complete,648.06,40.50,688.56,2021-01-25 12:56:46,2021-01-31 10:44:04 UTC
9043,1537,complete,1877.20,117.33,1994.53,2021-01-20 16:38:13,2021-01-23 19:39:02 UTC
9044,2094,pending,3822.56,238.91,4061.47,2021-01-28 1:17:34,2021-01-30 15:42:41 UTC
9045,2135,complete,867.16,54.20,921.36,2022-01-28 17:01:38,2022-02-05 02:51:01 UTC
9046,8672,complete,639.68,39.98,679.66,2021-12-18 9:05:26,2021-12-27 17:18:22 UTC
9047,12759,complete,1535.56,95.97,1631.53,2021-03-07 9:09:52,2021-03-14 03:03:19 UTC
9049,7568,complete,380.07,23.75,403.82,2021-07-07 1:08:45,2021-07-19 13:54:23 UTC
9050,10664,complete,1650.78,103.17,1753.95,2021-03-10 16:09:09,2021-03-22 11:35:51 UTC
9051,8405,complete,986.82,61.68,1048.50,2021-03-09 20:38:55,2021-03-12 14:14:53 UTC
9052,7610,complete,1352.22,84.51,1436.73,2021-02-07 1:45:16,2021-02-20 19:23:50 UTC
9053,11969,complete,191.52,11.97,203.49,2021-06-12 0:55:44,2021-06-16 16:32:13 UTC
9054,11799,complete,3004.99,187.81,3192.80,2021-06-26 1:13:33,2021-06-29 14:47:53 UTC
9055,12994,complete,275.04,17.19,292.23,2022-01-05 0:13:24,2022-01-15 22:31:19 UTC
9056,5078,complete,834.93,52.18,887.11,2021-02-10 0:42:54,2021-02-24 11:25:57 UTC
9057,4729,complete,2394.97,149.69,2544.66,2021-09-23 8:41:09,2021-10-03 15:24:14 UTC
9059,9528,complete,1590.32,99.40,1689.72,2022-02-23 4:53:37,2022-03-01 20:23:07 UTC
9060,13312,cancelled,1222.69,76.42,1299.11,2021-06-13 19:20:50,2021-06-27 05:32:03 UTC
9061,7756,complete,640.79,40.05,680.84,2022-01-25 3:18:07,2022-01-27 08:17:02 UTC
9062,632,complete,1623.80,101.49,1725.29,2021-04-15 14:04:30,2021-04-18 10:38:37 UTC
9063,10670,complete,1110.48,69.41,1179.89,2021-08-02 3:00:47,2021-08-12 00:14:32 UTC
9064,4733,cancelled,1479.92,92.50,1572.42,2021-09-03 5:40:28,2021-09-10 11:38:17 UTC
9065,2519,complete,868.05,54.25,922.30,2021-04-03 7:25:41,2021-04-17 01:58:32 UTC
9067,12404,complete,27.84,1.74,29.58,2021-09-21 10:30:51,2021-09-24 10:06:33 UTC
9068,9147,complete,658.92,41.18,700.10,2021-05-20 23:03:45,2021-05-31 04:06:21 UTC
9069,2943,complete,1077.14,67.32,1144.46,2021-11-17 16:29:07,2021-11-30 11:58:37 UTC
9070,8593,complete,742.44,46.40,788.84,2021-12-25 23:28:47,2022-01-02 07:43:39 UTC
9071,9416,pending,1718.65,107.42,1826.07,2022-01-14 8:51:49,2022-01-18 01:35:05 UTC
9072,11223,complete,1033.14,64.57,1097.71,2021-03-06 15:55:05,2021-03-08 23:46:44 UTC
9073,931,complete,1903.35,118.96,2022.31,2021-07-14 19:32:52,2021-07-27 00:23:21 UTC
9074,6019,complete,2162.82,135.18,2298.00,2021-07-10 0:04:50,2021-07-17 18:01:59 UTC
9075,5489,pending,1034.28,64.64,1098.92,2021-02-21 19:40:32,2021-03-01 08:02:27 UTC
9076,8069,complete,37.60,2.35,39.95,2021-11-12 23:45:54,2021-11-21 19:51:59 UTC
9077,13256,pending,812.49,50.78,863.27,2021-06-26 11:27:59,2021-07-02 02:33:33 UTC
9078,9572,complete,130.68,8.17,138.85,2021-06-14 15:25:43,2021-06-20 11:00:15 UTC
9079,2311,complete,1305.30,81.58,1386.88,2021-10-30 22:27:02,2021-11-06 12:51:53 UTC
9080,6343,complete,1224.91,76.56,1301.47,2021-08-03 3:23:18,2021-08-08 19:38:06 UTC
9081,8003,complete,691.02,43.19,734.21,2021-11-21 19:12:14,2021-11-26 00:34:49 UTC
9082,1209,complete,418.14,26.13,444.27,2021-08-18 3:37:54,2021-08-22 10:22:37 UTC
9083,11017,complete,1243.34,77.71,1321.05,2021-06-01 20:09:08,2021-06-16 02:56:26 UTC
9084,6139,complete,2328.65,145.54,2474.19,2021-01-17 17:27:15,2021-01-25 17:27:15 UTC
9085,13261,complete,1008.59,63.04,1071.63,2021-01-17 11:43:58,2021-01-30 04:03:08 UTC
9086,715,complete,1439.95,90.00,1529.95,2021-09-11 3:46:14,2021-09-14 16:48:39 UTC
9087,9649,complete,1339.30,83.71,1423.01,2021-12-18 6:02:03,2021-12-24 13:39:24 UTC
9088,5077,complete,869.58,54.35,923.93,2021-02-07 4:31:53,2021-02-13 07:55:40 UTC
9089,727,complete,1210.21,75.64,1285.85,2022-01-21 5:19:44,2022-01-30 14:23:52 UTC
9090,11539,complete,149.06,9.32,158.38,2021-10-15 6:15:19,2021-10-24 21:52:19 UTC
9091,10807,complete,1203.64,75.23,1278.87,2021-04-26 8:41:15,2021-05-04 23:02:57 UTC
9092,2063,complete,1499.55,93.72,1593.27,2021-11-14 20:28:14,2021-11-25 19:33:42 UTC
9093,11450,complete,1077.40,67.34,1144.74,2022-01-15 3:02:15,2022-01-25 03:49:58 UTC
9094,7471,complete,611.00,38.19,649.19,2021-03-02 23:59:54,2021-03-10 02:45:33 UTC
9096,8710,complete,453.74,28.36,482.10,2022-01-05 9:18:53,2022-01-13 03:52:39 UTC
9097,11985,complete,1874.49,117.16,1991.65,2022-01-07 17:22:02,2022-01-19 20:22:21 UTC
9098,458,pending,635.60,39.73,675.33,2021-06-02 17:20:25,2021-06-11 07:18:46 UTC
9099,11325,complete,2801.86,175.12,2976.98,2022-02-27 21:38:14,2022-03-04 10:26:41 UTC
9100,13113,complete,704.73,44.05,748.78,2021-02-05 3:40:27,2021-02-11 21:26:45 UTC
9101,8619,complete,1538.72,96.17,1634.89,2021-08-27 16:39:51,2021-09-02 22:49:20 UTC
9102,1221,complete,467.53,29.22,496.75,2021-09-14 3:21:43,2021-09-20 07:15:06 UTC
9104,2479,complete,1702.34,106.40,1808.74,2021-02-11 14:30:44,2021-02-21 14:31:36 UTC
9105,3200,complete,844.70,52.79,897.49,2021-07-12 17:49:25,2021-07-23 09:56:34 UTC
9106,4570,complete,1665.47,104.09,1769.56,2022-01-22 9:01:05,2022-01-27 12:26:55 UTC
9107,2375,complete,823.60,51.48,875.08,2021-05-11 20:53:41,2021-05-20 07:00:40 UTC
9108,1942,complete,223.18,13.95,237.13,2021-06-09 1:23:43,2021-06-12 16:55:30 UTC
9109,5038,pending,985.02,61.56,1046.58,2021-11-21 8:40:48,2021-12-02 11:41:39 UTC
9110,11956,complete,2950.07,184.38,3134.45,2022-01-25 6:41:19,2022-02-01 15:50:16 UTC
9111,3354,pending,1627.95,101.75,1729.70,2022-02-15 9:17:16,2022-02-22 16:13:16 UTC
9112,663,complete,3299.42,206.21,3505.63,2021-01-08 1:30:27,2021-01-16 06:21:10 UTC
9113,12584,pending,1127.02,70.44,1197.46,2021-01-14 13:09:52,2021-01-29 03:03:40 UTC
9114,4763,complete,158.77,9.92,168.69,2021-08-27 16:10:40,2021-09-02 10:56:29 UTC
9116,2794,complete,1497.48,93.59,1591.07,2021-04-09 13:50:14,2021-04-16 05:33:43 UTC
9117,3367,complete,834.86,52.18,887.04,2021-03-04 22:57:52,2021-03-14 09:40:36 UTC
9118,6294,cancelled,2464.36,154.02,2618.38,2022-02-05 22:06:13,2022-02-14 23:30:26 UTC
9119,8020,complete,1224.71,76.54,1301.25,2022-02-15 7:31:54,2022-02-25 22:59:21 UTC
9120,1173,complete,1190.19,74.39,1264.58,2021-08-26 4:58:42,2021-09-05 12:14:05 UTC
9121,11633,complete,36.55,2.28,38.83,2021-03-26 5:34:40,2021-04-05 05:11:41 UTC
9122,8853,complete,487.30,30.46,517.76,2021-01-01 0:41:18,2021-01-13 06:36:06 UTC
9123,6793,complete,167.16,10.45,177.61,2021-04-29 18:34:28,2021-05-03 21:22:12 UTC
9124,9323,complete,459.95,28.75,488.70,2021-06-28 9:23:52,2021-07-02 19:09:08 UTC
9125,11648,complete,304.93,19.06,323.99,2021-09-04 12:20:24,2021-09-10 18:37:59 UTC
