pk,purchase_fk,item_fk,quantity
23445,19208,457,4
23446,17195,832,13
23447,7805,419,1
23448,13170,579,4
23449,6228,189,1
23450,15548,285,7
23451,10687,278,17
23452,24374,456,9
23453,13371,440,7
23454,9089,175,6
23455,12324,742,5
23456,21689,510,4
23457,8730,403,6
23458,12058,81,8
23459,16177,96,15
23460,13233,176,5
23461,18634,102,3
23462,27965,920,9
23463,1528,516,9
23464,28171,269,16
23465,15837,89,9
23466,649,525,1
23467,19773,135,3
23468,10740,404,15
23469,10703,59,8
23470,13276,918,1
23471,5650,1016,6
23472,9759,305,5
23473,23570,469,15
23474,16435,695,10
23475,21570,842,10
23476,12951,880,1
23477,25582,861,10
23478,21280,207,16
23479,27245,963,3
23480,4446,279,3
23481,26288,627,13
23482,18127,850,1
23483,16024,274,17
23484,20197,156,3
23485,6304,231,15
23486,16537,628,9
23487,26228,661,17
23488,11463,315,1
23489,27985,480,14
23490,10623,577,13
23491,6967,515,2
23492,23771,643,5
23493,8861,217,16
23494,23011,128,9
23495,7605,631,14
23496,5753,304,2
23497,2643,801,7
23498,25466,1008,17
23499,22099,671,6
23500,14753,171,8
23501,12116,518,16
23502,681,548,1
23503,17459,777,6
23504,5590,830,7
23505,8036,215,5
23506,26711,816,17
23507,13241,881,10
23508,12051,760,13
23509,18840,345,1
23510,18301,746,11
23511,26503,483,16
23512,25675,764,7
23513,13864,452,3
23514,8729,673,11
23515,22490,817,13
23516,10308,653,7
23517,26569,520,9
23518,15131,808,13
23519,9064,460,16
23520,21605,298,1
23521,13788,344,8
23522,24788,575,8
23523,26416,295,5
23524,20733,464,11
23525,11858,699,1
23526,22539,1002,10
23527,8839,193,14
23528,16182,431,7
23529,11447,678,14
23530,13521,52,5
23531,9446,536,2
23532,12753,384,9
23533,27303,118,15
23534,20868,875,7
23535,3682,731,14
23536,11157,205,6
23537,262,1019,9
23538,7101,809,13
23539,7709,538,4
23540,366,616,13
23541,22527,442,10
23542,8357,1010,17
23543,13704,896,12
23544,21824,599,1
23545,17086,560,5
23546,18687,1017,1
23547,19355,74,16
23548,21701,636,2
23549,13098,1022,3
23550,12080,291,15
23551,901,598,4
23552,21456,771,13
23553,16703,58,2
23554,9294,208,12
23555,8933,894,14
23556,11925,922,11
23557,5660,833,1
23558,26720,910,3
23559,14339,200,17
23560,25550,495,1
23561,5396,980,6
23562,5286,701,7
23563,28012,121,13
23564,2874,343,12
23565,2235,844,15
23566,3141,948,9
23567,16966,976,7
23568,21540,858,10
23569,4175,829,17
23570,27252,982,8
23571,9635,582,6
23572,20674,954,13
23573,12440,261,2
23574,6307,26,11
23575,9168,31,13
23576,16723,169,1
23577,3453,639,12
23578,8899,981,17
23579,9471,997,5
23580,5112,313,16
23581,11564,774,15
23582,22610,715,7
23583,19551,224,16
23584,20427,895,11
23585,12957,168,2
23586,18472,644,9
23587,22462,526,5
23588,21415,800,16
23589,5680,836,12
23590,25766,543,12
23591,15796,686,13
23592,24187,1025,6
23593,22570,587,17
23594,10345,122,16
23595,20620,114,4
23596,21966,571,17
23597,11833,620,16
23598,13754,22,14
23599,12346,733,5
23600,853,206,15
23601,3185,914,16
23602,2055,41,9
23603,7333,739,5
23604,4061,276,14
23605,11398,75,15
23606,11774,806,2
23607,3334,105,7
23608,17128,467,10
23609,27842,249,13
23610,22370,1027,13
23611,12526,197,15
23612,25311,289,8
23613,24855,111,6
23614,12858,139,7
23615,11717,243,8
23616,16541,246,11
23617,1951,218,12
23618,12,192,7
23619,21172,840,6
23620,10716,474,11
23621,22606,71,9
23622,20391,823,5
23623,10510,947,7
23624,27913,509,11
23625,11847,838,3
23626,16154,783,4
23627,27013,689,10
23628,6935,634,9
23629,22000,37,17
23630,17597,555,14
23631,5702,28,14
23632,22148,241,14
23633,21468,258,6
23634,8822,186,8
23635,26297,472,15
23636,8432,721,15
23637,19938,288,7
23638,2246,501,12
23639,15874,1021,14
23640,25826,811,2
23641,21062,54,10
23642,24932,355,1
23643,20072,234,15
23644,22518,468,9
23645,2167,986,14
23646,5045,622,9
23647,2883,932,14
23648,10744,957,1
23649,3703,65,9
23650,12590,385,3
23651,21784,795,2
23652,25841,394,13
23653,20280,14,2
23654,11984,125,17
23655,22755,530,2
23656,4967,1007,14
23657,15389,692,13
23658,1839,42,5
23659,5381,666,13
23660,20943,410,11
23661,21932,839,3
23662,15676,918,3
23663,952,456,12
23664,27529,1005,10
23665,24148,32,1
23666,18024,505,6
23667,23324,607,16
23668,24889,306,14
23669,15469,499,7
23670,21116,445,1
23671,5234,851,3
23672,6951,470,13
23673,19971,154,3
23674,15563,1004,13
23675,9769,412,4
23676,9196,701,5
23677,18666,856,6
23678,17957,123,1
23679,6072,350,17
23680,1510,817,17
23681,25039,854,5
23682,460,999,6
23683,15988,699,16
23684,1540,134,9
23685,16943,382,8
23686,4579,57,15
23687,14996,317,12
23688,10468,81,11
23689,18499,847,10
23690,7060,2,16
23691,26268,247,7
23692,15509,26,6
23693,18913,954,9
23694,21721,467,9
23695,17174,183,6
23696,4555,209,8
23697,6113,428,8
23698,14136,14,3
23699,18973,830,1
23700,15188,219,15
23701,9438,862,15
23702,14891,63,3
23703,3548,51,13
23704,4962,339,11
23705,16783,961,17
23706,7530,939,1
23707,7475,349,2
23708,8058,453,11
23709,18826,7,10
23710,11646,742,15
23711,19087,894,4
23712,26124,103,12
23713,24006,775,14
23714,20666,628,2
23715,20175,844,7
23716,8110,841,8
23717,24547,500,17
23718,12973,567,11
23719,14815,73,10
23720,13295,297,16
23721,27181,745,11
23722,2838,227,17
23723,4704,82,12
23724,27042,881,16
23725,6726,997,1
23726,25462,784,3
23727,6610,797,17
23728,4782,425,5
23729,5463,334,1
23730,26996,187,2
23731,10764,963,1
23732,20907,828,6
23733,18057,31,1
23734,26673,902,16
23735,23001,826,8
23736,19002,323,8
23737,20838,399,12
23738,22825,457,6
23739,3210,733,12
23740,14472,442,13
23741,25055,106,9
23742,18509,790,1
23743,15910,923,15
23744,9803,357,5
23745,2056,906,4
23746,3168,65,13
23747,20443,192,14
23748,6641,326,3
23749,3852,157,4
23750,7951,958,12
23751,2331,274,11
23752,23503,53,3
23753,18958,755,9
23754,14840,869,13
23755,10351,534,5
23756,8752,189,16
23757,301,484,7
23758,6330,211,17
23759,13705,112,14
23760,13315,480,10
23761,6301,465,17
23762,13965,290,1
23763,10368,214,6
23764,14938,237,6
23765,24486,588,16
23766,2149,517,6
23767,1791,1029,15
23768,13146,490,8
23769,13427,523,8
23770,24631,371,10
23771,16061,970,11
23772,19579,68,15
23773,19521,239,11
23774,14065,462,4
23775,18359,888,16
23776,3978,713,4
23777,3227,347,7
23778,5681,275,15
23779,19301,119,10
23780,722,257,12
23781,5404,554,5
23782,11641,25,4
23783,9024,592,16
23784,27888,141,15
23785,14365,652,17
23786,16728,335,12
23787,7635,804,17
23788,80,260,16
23789,19856,33,17
23790,27868,625,1
23791,20702,801,15
23792,13137,913,3
23793,20944,771,15
23794,10480,914,1
23795,23690,289,17
23796,6615,574,3
23797,17888,50,1
23798,16346,807,10
23799,19359,700,6
23800,11853,100,8
23801,3199,835,9
23802,7658,933,2
23803,10584,114,15
23804,18312,298,12
23805,3853,435,16
23806,15875,884,2
23807,15020,979,17
23808,11378,176,1
23809,22500,88,14
23810,15194,795,13
23811,26484,538,2
23812,14211,21,16
23813,18861,233,15
23814,20998,796,5
23815,9533,20,14
23816,12536,953,2
23817,15384,419,10
23818,13489,670,15
23819,1700,848,3
23820,18292,692,10
23821,27984,568,4
23822,18272,129,16
23823,7091,220,3
23824,1937,896,5
23825,16992,441,8
23826,26836,641,13
23827,3986,1024,17
23828,18896,178,1
23829,21030,206,6
23830,6779,151,9
23831,18895,968,14
23832,3475,525,8
23833,25921,583,2
23834,20208,636,11
23835,26891,800,11
23836,27152,406,11
23837,26541,698,3
23838,22734,778,10
23839,924,440,17
23840,18188,889,11
23841,7814,414,12
23842,1141,845,2
23843,3854,458,3
23844,15777,764,3
23845,23967,877,2
23846,11715,741,5
23847,9684,738,4
23848,23607,907,14
23849,9020,29,5
23850,20166,959,17
23851,21254,404,15
23852,14928,92,7
23853,8564,273,14
23854,5613,836,10
23855,12407,899,11
23856,15115,266,7
23857,10307,45,7
23858,5379,634,5
23859,17719,680,14
23860,18868,648,8
23861,607,984,11
23862,14316,380,1
23863,8698,355,5
23864,14939,343,2
23865,27171,370,4
23866,14691,557,5
23867,4050,838,6
23868,638,229,8
23869,14184,887,12
23870,23430,659,12
23871,24254,310,8
23872,16729,324,2
23873,12648,188,1
23874,19331,424,1
23875,22842,143,12
23876,19837,251,11
23877,3888,671,8
23878,13628,373,13
23879,9696,1017,13
23880,16758,162,7
23881,26738,904,7
23882,7302,793,13
23883,10339,360,12
23884,24779,149,7
23885,6636,564,11
23886,14639,305,1
23887,9310,44,11
23888,27560,376,6
23889,14306,279,5
23890,28013,292,2
23891,13952,39,7
23892,26706,760,14
23893,3397,973,9
23894,11048,128,8
23895,5624,694,3
23896,6530,639,11
23897,13920,52,9
23898,19339,432,7
23899,6629,882,3
23900,26540,895,7
23901,6451,346,16
23902,7803,965,10
23903,3305,762,16
23904,15485,150,4
23905,4677,718,14
23906,22975,184,1
23907,3687,510,13
23908,16077,67,2
23909,25437,86,3
23910,6884,578,15
23911,18546,48,9
23912,28018,126,6
23913,2991,582,3
23914,11304,302,1
23915,20402,623,7
23916,13022,415,2
23917,27,263,1
23918,11913,198,12
23919,3856,182,9
23920,3077,99,3
23921,22286,956,3
23922,14453,224,6
23923,17718,93,17
23924,19776,91,14
23925,23843,706,8
23926,7745,165,10
23927,21012,594,11
23928,14344,791,17
23929,18311,49,7
23930,24958,223,14
23931,6812,502,12
23932,27854,912,7
23933,10673,885,13
23934,629,283,8
23935,22103,945,9
23936,5567,549,2
23937,9670,359,2
23938,3414,342,8
23939,17848,630,17
23940,4173,1003,15
23941,22159,598,9
23942,2949,955,16
23943,18200,821,8
23944,27621,321,12
23945,8737,71,3
23946,18012,90,14
23947,24539,919,2
23948,8623,579,2
23949,23030,709,2
23950,17617,102,7
23951,15604,459,3
23952,11591,789,12
23953,7083,989,2
23954,4834,136,15
23955,17975,763,6
23956,642,619,12
23957,552,864,2
23958,10922,1016,17
23959,14836,153,13
23960,2302,476,7
23961,3962,934,3
23962,12262,650,13
23963,16025,991,2
23964,16782,181,16
23965,25848,724,3
23966,19233,922,1
23967,15637,708,6
23968,18859,262,8
23969,18752,519,17
23970,5533,1022,3
23971,13136,715,5
23972,7419,327,9
23973,18745,331,10
23974,13409,855,14
23975,11370,199,8
23976,17984,714,10
23977,27592,581,9
23978,4090,727,5
23979,4364,781,12
23980,23108,146,10
23981,16,772,2
23982,18998,379,16
23983,22777,320,5
23984,20206,723,2
23985,9070,620,5
23986,15923,186,12
23987,18086,464,5
23988,24606,897,2
23989,17015,337,4
23990,19636,686,3
23991,27722,218,17
23992,22013,461,6
23993,9054,255,9
23994,3697,416,5
23995,13127,472,8
23996,706,946,8
23997,4714,1007,2
23998,26816,264,4
23999,17482,875,15
24000,17572,740,7
24001,13113,348,16
24002,19448,803,2
24003,7790,792,14
24004,25926,697,12
24005,7659,873,7
24006,10281,1013,7
24007,19445,739,3
24008,24429,615,5
24009,21417,381,11
24010,25118,358,13
24011,27566,27,4
24012,14209,689,5
24013,26966,1026,17
24014,17639,822,3
24015,10118,972,10
24016,8345,301,6
24017,27568,104,11
24018,21848,142,14
24019,26004,311,16
24020,915,788,11
24021,17126,78,6
24022,26301,818,12
24023,8042,24,16
24024,23092,411,13
24025,20655,719,11
24026,3145,17,10
24027,3378,59,14
24028,4402,995,7
24029,9136,825,11
24030,5416,1028,17
24031,26694,163,2
24032,13567,823,6
24033,23972,779,12
24034,18959,307,1
24035,14244,18,13
24036,17866,28,9
24037,13647,390,6
24038,5646,328,13
24039,7641,672,12
24040,16678,345,7
24041,6932,878,6
24042,28078,363,5
24043,21415,75,4
24044,7206,481,9
24045,4134,998,14
24046,16274,402,7
24047,13031,228,1
24048,11414,553,10
24049,11615,115,1
24050,14543,1021,8
24051,862,893,16
24052,23741,156,1
24053,14128,590,9
24054,27872,602,8
24055,20135,983,16
24056,13195,655,10
24057,12284,277,1
24058,1868,296,9
24059,1918,527,6
24060,19150,785,1
24061,23419,188,10
24062,15290,134,3
24063,4490,517,17
24064,25993,198,8
24065,17404,248,11
24066,9214,201,9
24067,23764,790,9
24068,11275,901,4
24069,15480,767,15
24070,8230,643,16
24071,22472,877,4
24072,19800,440,16
24073,16912,431,6
24074,7990,319,6
24075,21188,354,1
24076,23075,686,5
24077,19811,25,7
24078,10538,485,1
24079,6568,453,2
24080,15386,377,7
24081,15694,70,8
24082,10713,72,5
24083,20567,155,13
24084,7263,589,4
24085,23772,533,11
24086,15433,988,3
24087,10736,28,10
24088,7430,653,7
24089,13569,506,10
24090,5434,270,15
24091,7717,227,10
24092,5278,340,16
24093,17215,464,1
24094,15490,847,8
24095,7124,282,5
24096,26163,426,1
24097,24206,172,2
24098,12879,601,3
24099,18610,39,6
24100,25871,672,8
24101,18246,384,5
24102,20667,17,1
24103,6030,798,5
24104,16664,486,12
24105,18036,280,1
24106,8107,171,12
24107,14699,396,9
24108,1813,6,16
24109,11277,804,17
24110,4467,801,2
24111,23139,87,7
24112,5178,94,7
24113,11957,186,4
24114,24137,720,5
24115,18574,772,16
24116,6992,1017,11
24117,10590,430,8
24118,1971,956,14
24119,3716,895,9
24120,5473,57,16
24121,11684,551,11
24122,11589,614,8
24123,7699,560,14
24124,25195,310,7
24125,8287,20,13
24126,8945,872,9
24127,8390,945,13
24128,16956,462,8
24129,16681,311,8
24130,4459,5,12
24131,19302,864,14
24132,22250,923,9
24133,10147,973,16
24134,391,56,16
24135,4589,406,4
24136,10266,502,8
24137,17996,474,1
24138,21624,886,6
24139,21199,137,7
24140,23614,714,13
24141,23692,27,6
24142,15191,929,16
24143,614,630,5
24144,22154,547,2
24145,15180,189,9
24146,22086,184,15
24147,10783,596,3
24148,843,863,7
24149,8459,842,15
24150,6080,775,13
24151,11283,744,7
24152,5983,273,4
24153,7917,76,1
24154,17046,544,16
24155,4319,824,3
24156,13814,1001,15
24157,8210,670,8
24158,7098,707,9
24159,597,668,7
24160,3481,751,16
24161,14328,140,11
24162,14389,418,10
24163,26559,353,5
24164,9411,731,8
24165,1061,168,1
24166,26554,849,10
24167,1180,584,5
24168,27120,1002,11
24169,7815,651,5
24170,9831,518,14
24171,22884,619,5
24172,7471,953,13
24173,23986,868,15
24174,1076,150,17
24175,14219,631,9
24176,14156,695,1
24177,8387,856,4
24178,4187,876,14
24179,19031,100,10
24180,19405,747,13
24181,2990,265,12
24182,2756,995,1
24183,13364,352,11
24184,26020,301,16
24185,14581,497,16
24186,9030,202,16
24187,2329,109,11
24188,14234,721,17
24189,1468,888,7
24190,1863,782,15
24191,27914,678,11
24192,5737,274,10
24193,2035,375,16
24194,3301,450,5
24195,10383,217,5
24196,14915,495,9
24197,26503,473,2
24198,7881,604,12
24199,5775,483,11
24200,1120,873,14
24201,497,345,6
24202,13424,930,2
24203,27950,504,9
24204,8571,957,12
24205,7230,305,1
24206,5734,687,8
24207,228,333,14
24208,25455,654,16
24209,15721,81,14
24210,19728,211,17
24211,7269,143,9
24212,19356,32,16
24213,1414,865,5
24214,18334,58,11
24215,657,704,13
24216,27910,307,8
24217,1767,548,11
24218,13478,943,16
24219,24896,558,6
24220,10080,532,17
24221,10712,421,17
24222,16817,42,3
24223,3360,573,3
24224,11775,959,5
24225,22262,432,14
24226,27058,964,7
24227,22591,539,11
24228,10168,212,6
24229,762,262,12
24230,26810,797,17
24231,19310,455,15
24232,4576,159,9
24233,25514,655,17
24234,9934,26,3
24235,25762,805,17
24236,22428,570,10
24237,4352,594,12
24238,9644,129,8
24239,24975,79,12
24240,9892,308,12
24241,21710,844,16
24242,23113,284,4
24243,11407,103,3
24244,17767,947,12
24245,10285,845,4
24246,4056,302,16
24247,23257,978,6
24248,20869,316,6
24249,3216,281,2
24250,25062,820,12
24251,21846,88,15
24252,3510,1019,14
24253,2880,938,6
24254,1826,228,10
24255,13305,898,12
24256,2458,119,9
24257,15378,840,10
24258,14998,373,10
24259,23771,241,2
24260,28020,8,13
24261,16655,141,12
24262,2782,55,16
24263,11707,664,3
24264,18075,729,4
24265,25063,278,11
24266,11287,628,10
24267,8241,35,5
24268,23177,487,4
24269,3159,289,17
24270,4802,909,9
24271,10441,976,2
24272,23865,404,9
24273,16676,1008,6
24274,7841,438,15
24275,21478,38,3
24276,17010,915,8
24277,14522,368,6
24278,13734,636,4
24279,21162,795,6
24280,13460,447,8
24281,4470,367,10
24282,26041,223,1
24283,23934,434,1
24284,2189,602,16
24285,26596,586,9
24286,15256,33,12
24287,7842,136,14
24288,25241,90,5
24289,19656,759,10
24290,26277,986,14
24291,20022,190,15
24292,7970,734,16
24293,14083,1022,15
24294,5453,275,9
24295,18965,755,2
24296,7060,492,3
24297,2250,46,3
24298,3031,161,3
24299,2126,597,3
24300,13500,234,4
24301,13627,297,8
24302,7737,764,3
24303,9657,256,10
24304,19685,857,4
24305,18375,365,14
24306,18330,966,6
24307,8674,194,12
24308,24365,610,8
24309,3791,1023,10
24310,15413,286,14
24311,3863,608,1
24312,2243,13,12
24313,20094,701,11
24314,19047,822,9
24315,5930,287,16
24316,812,912,5
24317,17056,730,14
24318,4350,196,5
24319,176,590,5
24320,18082,64,2
24321,26876,605,17
24322,4020,1026,9
24323,18903,519,12
24324,12336,470,13
24325,4659,412,4
24326,5802,237,6
24327,20460,706,1
24328,12075,1013,2
24329,842,834,10
24330,7796,115,6
24331,9833,50,14
24332,13852,229,1
24333,14548,833,14
24334,24996,142,13
24335,10272,545,15
24336,2184,963,2
24337,18095,118,2
24338,7433,78,13
24339,6671,591,12
24340,3527,493,8
24341,15774,650,17
24342,19376,11,13
24343,20720,433,1
24344,8540,786,15
24345,20097,579,6
24346,18253,807,17
24347,20610,260,13
24348,4859,903,2
24349,8103,413,12
24350,19881,410,16
24351,5257,499,13
24352,13193,788,2
24353,27926,59,13
24354,7308,529,17
24355,21393,358,4
24356,20043,482,9
24357,19120,571,5
24358,21003,459,9
24359,18571,145,16
24360,24934,208,12
24361,23925,84,11
24362,24506,562,3
24363,16174,355,6
24364,21327,91,14
24365,2136,383,14
24366,23780,360,4
24367,19342,515,5
24368,20525,325,11
24369,11480,607,1
24370,22874,652,9
24371,15571,1028,11
24372,7377,169,17
24373,14232,852,2
24374,12907,773,2
24375,19979,250,8
24376,99,892,8
24377,7918,637,4
24378,9614,889,6
24379,21818,531,17
24380,9785,625,16
24381,22814,14,16
24382,20738,583,3
24383,9388,850,16
24384,1494,226,2
24385,17263,344,16
24386,10556,763,16
24387,20609,932,7
24388,9507,961,4
24389,27476,162,3
24390,5644,456,2
24391,9286,606,5
24392,18078,472,10
24393,308,300,1
24394,17379,836,4
24395,4047,454,13
24396,6271,574,8
24397,20223,97,7
24398,3334,530,17
24399,12140,565,4
24400,14389,622,13
24401,14290,80,16
24402,8287,554,17
24403,22319,394,14
24404,9994,848,5
24405,2543,860,1
24406,16698,667,1
24407,14462,183,8
24408,9319,626,8
24409,9054,385,11
24410,16493,427,1
24411,16819,806,3
24412,16250,507,1
24413,20573,526,10
24414,3730,760,2
24415,15881,448,10
24416,12205,611,9
24417,1572,101,1
24418,15050,415,12
24419,1304,925,17
24420,20152,86,13
24421,6788,424,3
24422,1632,691,15
24423,12506,942,2
24424,5718,913,15
24425,17115,327,5
24426,5820,106,10
24427,26068,941,16
24428,21380,77,5
24429,22169,735,3
24430,25404,63,1
24431,22884,846,10
24432,9693,924,2
24433,7411,249,6
24434,12969,154,1
24435,17787,640,2
24436,20136,712,15
24437,6088,197,16
24438,25589,241,4
24439,10918,756,15
24440,192,771,6
24441,4666,1001,11
24442,22422,98,4
24443,10590,409,14
24444,5930,113,11
24445,8380,58,13
24446,8561,14,10
24447,15644,637,8
24448,8948,274,4
24449,13728,798,3
24450,10822,871,2
24451,8434,531,7
24452,26847,568,14
24453,20176,960,14
24454,12599,437,4
24455,21072,948,1
24456,24668,148,14
24457,1947,695,9
24458,11980,564,10
24459,20122,688,7
24460,5162,882,16
24461,23976,315,2
24462,5800,863,14
24463,27139,554,13
24464,5648,949,15
24465,3908,972,7
24466,14347,542,2
24467,5297,424,14
24468,12187,262,17
24469,27014,298,2
24470,25080,599,5
24471,2478,232,3
24472,9768,1010,14
24473,18112,122,2
24474,1893,665,9
24475,5106,172,17
24476,19106,867,9
24477,20234,124,17
24478,19524,902,14
24479,22443,439,6
24480,11072,515,11
24481,24661,664,11
24482,8326,348,2
24483,25215,739,2
24484,16454,184,10
24485,26803,900,17
24486,7045,959,14
24487,4498,921,12
24488,24351,340,16
24489,9597,145,15
24490,21731,293,7
24491,17252,62,15
24492,10901,288,13
24493,9010,440,1
24494,4501,519,1
24495,24900,189,16
24496,15700,809,17
24497,13488,448,9
24498,19290,812,10
24499,23168,268,16
24500,21210,897,4
24501,13575,347,5
24502,27801,799,13
24503,9990,326,10
24504,20422,1002,10
24505,10428,328,8
24506,1754,647,10
24507,21593,813,7
24508,3040,260,15
24509,8956,839,9
24510,17341,469,15
24511,25534,167,2
24512,26219,978,2
24513,21665,549,16
24514,3347,354,14
24515,901,491,11
24516,23191,93,2
24517,16253,221,16
24518,25309,34,11
24519,22388,441,9
24520,573,228,5
24521,14694,869,12
24522,1038,891,8
24523,16669,886,7
24524,2405,879,13
24525,23196,183,16
24526,22567,117,10
24527,20939,724,12
24528,2967,716,10
24529,5404,150,16
24530,7018,47,12
24531,9257,938,2
24532,7677,102,2
24533,5405,526,5
24534,6284,1025,17
24535,1449,827,7
24536,19941,887,13
24537,12135,94,3
24538,21800,559,10
24539,2047,146,3
24540,17953,116,14
24541,18332,338,5
24542,1942,961,14
24543,18529,1008,8
24544,2530,227,15
24545,21722,708,12
